일시,평균기온(°C),합계 일사량(MJ/m2),평균 지면온도(°C),평균 30cm 지중온도(°C),5.0m 지중온도(°C),일 미세먼지 농도(㎍/㎥),승차,검색량,당일 1차접종자 수,1차접종 누계,1차접종률(%),당일 2차접종자 수,2차접종 누계,2차접종률(%),당일 3차접종자 수,3차접종 누계,3차접종률(%),mx,my,dx,dy,추가 확진
20221214,-8.4,11.41,-3.7,4,18.5,59,7287152,0.86566,51,8335125,88.7,46,8257712,87.8,213,6089666,64.8,-2.45E-16,1,0.299363123,-0.954139256,12830
20221215,-4.5,2.17,-1.7,3.1,18.5,34,7633098,0.7656,35,8335095,88.7,59,8257706,87.8,216,6089869,64.8,-2.45E-16,1,0.101168322,-0.994869323,12402
20221216,-6.3,10.44,-2,2.7,18.5,31,7858089,0.76283,0,8335063.667,88.7,0,8257685,87.8,0,6089918,64.8,-2.45E-16,1,-0.101168322,-0.994869323,12404
20221217,-7,10.46,-3.5,2.5,18.4,25,5875878,0.59784,0,8335032.333,88.7,0,8257664,87.8,0,6089967,64.8,-2.45E-16,1,-0.299363123,-0.954139256,10649
20221218,-9.5,11.42,-5.1,2.3,18.4,23,3932009,0.57994,88,8335001,88.7,55,8257643,87.8,110,6090016,64.8,-2.45E-16,1,-0.485301963,-0.874346616,4191
20221219,-7,8.93,-4.3,2,18.4,23,7059203,0.81167,55,8335204,88.7,47,8257842,87.8,0,6090145,64.8,-2.45E-16,1,-0.651372483,-0.758758123,18223
20221220,-3.2,10.1,-3,1.7,18.4,33,7508315,0.86444,55,8335242,88.7,44,8257879,87.8,0,6090095,64.8,-2.45E-16,1,-0.790775737,-0.612105983,15564
20221221,-0.1,2.48,-0.6,1.6,18.3,39,7840202,0.85559,37,8335263,88.7,41,8257907,87.8,0,6090040,64.8,-2.45E-16,1,-0.89780454,-0.440394152,13946
20221222,-7.8,10.05,-2.6,1.6,18.3,30,7516501,0.81085,53,8335266,88.7,48,8257910,87.8,0,6089971,64.8,-2.45E-16,1,-0.968077119,-0.250652532,12414
20221223,-11.8,10.76,-4.4,1.4,18.3,22,7369898,0.85325,0,8335237.667,88.7,0,8257898,87.8,0,6089918.667,64.8,-2.45E-16,1,-0.998716507,-0.050649169,12083
20221224,-8.4,10.92,-4.3,1.2,18.2,30,5157925,0.63477,0,8335209.333,88.7,0,8257886,87.8,0,6089866.333,64.8,-2.45E-16,1,-0.988468324,0.151427778,10508
20221225,-5.4,10.89,-4.6,1,18.2,41,4158286,0.59075,46,8335181,88.7,47,8257874,87.8,0,6089814,64.8,-2.45E-16,1,-0.937752132,0.347305253,3585
20221226,-3.9,8.27,-4.1,0.8,18.2,46,6937137,0.92038,53,8335372,88.7,45,8258058,87.8,0,6089929,64.8,-2.45E-16,1,-0.848644257,0.52896401,18725
20221227,-2.6,10.25,-3.2,0.7,18.1,46,7268174,0.8254,57,8335415,88.7,50,8258094,87.8,0,6089892,64.8,-2.45E-16,1,-0.724792787,0.688966919,15783
20221228,-3.3,10.86,-2.9,0.7,18.1,35,7312603,0.78607,51,8335478,88.7,72,8258180,87.8,0,6089877,64.8,-2.45E-16,1,-0.571268215,0.820763441,13396
20221229,-2.9,10.88,-3.3,0.6,18.1,30,7202823,0.7742,43,8335489,88.7,48,8258197,87.8,0,6089807,64.8,-2.45E-16,1,-0.394355855,0.918957812,11668
