일시,평균기온(°C),합계 일사량(MJ/m2),평균 지면온도(°C),평균 30cm 지중온도(°C),5.0m 지중온도(°C),일 미세먼지 농도(㎍/㎥),승차,검색량,당일 1차접종자 수,1차접종 누계,1차접종률(%),당일 2차접종자 수,2차접종 누계,2차접종률(%),당일 3차접종자 수,3차접종 누계,3차접종률(%),mx,my,dx,dy,추가 확진
20210113,2,8.27,0,-0.4,17,146,5638401,13.19831,0,0,0,0,0,0,0,0,0,0.5,0.866025404,0.485301963,-0.874346616,134
20210114,1.7,10.21,-0.2,-0.2,17,100,5551505,13.3166,0,0,0,0,0,0,0,0,0,0.5,0.866025404,0.299363123,-0.954139256,127
20210115,4.5,2.11,0.7,-0.2,16.9,109,5623832,12.35382,0,0,0,0,0,0,0,0,0,0.5,0.866025404,0.101168322,-0.994869323,156
20210116,-4.9,11.86,-1.6,-0.1,16.9,69,3386672,13.39787,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.101168322,-0.994869323,145
20210117,-5.5,10.83,-3.9,-0.1,16.9,29,2267922,8.91524,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.299363123,-0.954139256,132
20210118,-3.8,4.54,-3.3,-0.1,16.8,53,5770660,11.14364,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.485301963,-0.874346616,101
20210119,-6.3,12.48,-4.8,-0.3,16.8,43,5586462,10.45461,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.651372483,-0.758758123,143
20210120,-0.1,11.92,-2,-0.5,16.7,59,5859748,10.07328,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.790775737,-0.612105983,125
20210121,4.5,2.77,0.7,-0.2,16.7,72,5732246,9.32934,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.89780454,-0.440394152,115
20210122,5.5,2.34,1.9,-0.2,16.6,71,5902498,9.36749,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.968077119,-0.250652532,127
20210123,7.6,9.72,3.6,-0.1,16.6,19,3734548,8.05184,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.998716507,-0.050649169,133
20210124,7.3,12.4,3,-0.1,16.5,20,2605276,8.58933,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.988468324,0.151427778,102
20210125,7.9,10.74,3.3,-0.1,16.5,34,5909489,11.20032,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.937752132,0.347305253,104
20210126,5.3,1.95,2,-0.1,16.5,70,5835096,9.85509,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.848644257,0.52896401,129
20210127,1.7,12.4,1.6,0,16.4,50,6065861,11.28332,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.724792787,0.688966919,105
20210128,-2.6,6.14,-0.3,0.1,16.4,51,5862059,9.24881,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.571268215,0.820763441,112
20210129,-8.8,14.42,-1.7,0.2,16.3,32,5827595,8.63566,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.394355855,0.918957812,154
20210130,-1.6,10.46,-0.3,0.4,16.3,74,3764108,7.88136,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-0.20129852,0.979529941,101
20210131,3.2,10.92,0.1,0.5,16.2,75,2655118,11.34393,0,0,0,0,0,0,0,0,0,0.5,0.866025404,-2.45E-16,1,107
20210201,5,5.8,1.6,0.7,16.2,99,5984511,7.96972,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.222520934,0.974927912,128
20210202,-5.6,14.69,-0.6,0.7,16.1,39,5962448,7.60349,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.433883739,0.900968868,188
20210203,-3.2,11.7,-1.4,0.7,16.1,49,6213670,8.01839,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.623489802,0.781831482,172
20210204,-3.6,15.33,-0.3,0.7,16.1,35,6190278,7.29905,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.781831482,0.623489802,126
20210205,1.4,7.95,0.2,0.7,16,41,6298827,6.68223,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.900968868,0.433883739,143
20210206,6.8,4.77,2.2,0.7,16,108,3961056,6.90421,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.974927912,0.222520934,144
20210207,3.6,11.38,3.2,0.9,15.9,118,2763687,5.61325,0,0,0,0,0,0,0,0,0,0.866025404,0.5,1,6.12E-17,112
20210208,-3.1,15.91,0.2,1.2,15.9,34,6150214,7.09574,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.974927912,-0.222520934,90
20210209,-0.9,15.46,0.5,1,15.8,31,6219125,7.17586,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.900968868,-0.433883739,175
20210210,3.4,6.15,0.7,1,15.8,56,5977036,6.82502,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.781831482,-0.623489802,183
20210211,5.5,11.22,2.8,1.2,15.7,106,2381532,6.53613,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.623489802,-0.781831482,158
20210212,6.5,14.72,4.2,2,15.7,123,1690313,6.32844,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.433883739,-0.900968868,136
20210213,7.6,14.36,4.5,2.9,15.6,116,2741050,9.48092,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0.222520934,-0.974927912,152
20210214,9.5,7.21,5.6,4,15.6,115,2674320,6.74119,0,0,0,0,0,0,0,0,0,0.866025404,0.5,1.22E-16,-1,151
20210215,1.2,9.69,3.7,4.6,15.6,78,5928258,8.00188,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.222520934,-0.974927912,161
20210216,-5.1,7.31,-1.7,3.4,15.5,36,6159286,7.38206,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.433883739,-0.900968868,258
20210217,-8.3,17.28,-2.1,2.2,15.5,64,6021725,12.22272,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.623489802,-0.781831482,185
20210218,-5.8,17.05,-1.3,1.6,15.4,58,6096471,10.99145,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.781831482,-0.623489802,180
20210219,1.6,14.8,0.5,1.2,15.4,67,6492027,8.73264,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.900968868,-0.433883739,123
20210220,8.8,15.25,4,1.2,15.3,99,4314359,6.50048,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.974927912,-0.222520934,130
20210221,10.8,15.34,5.5,1.9,15.3,108,3065488,5.82745,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-1,-1.84E-16,106
20210222,7.8,13.04,6.5,4.2,15.2,69,6301282,7.17957,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.974927912,0.222520934,126
20210223,0,17.53,2.9,4.1,15.2,69,6338810,6.56383,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.900968868,0.433883739,144
20210224,2.9,16.1,3.6,3.5,15.2,66,6425607,6.30182,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.781831482,0.623489802,122
20210225,4.2,5.22,1.6,3.6,15.1,73,6381991,6.12649,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.623489802,0.781831482,132
20210226,8.2,18.2,5.1,3.5,15.1,42,6666606,6.39702,0,0,0,0,0,0,0,0,0,0.866025404,0.5,-0.433883739,0.900968868,131
20210227,9.5,17.96,7,4.6,15,23,4524145,4.66871,5404.759259,5404.759259,0.52962963,0,0,0,0,0,0,0.866025404,0.5,-0.222520934,0.974927912,120
20210228,7.8,7.13,5.4,5.3,15,32,3325654,4.67568,5404.759259,10809.51852,1.059259259,0,0,0,0,0,0,0.866025404,0.5,-2.45E-16,1,92
20210301,4.7,1.4,4.7,5.5,14.9,28,2634568,4.48713,5404.759259,16214.27778,1.588888889,0,0,0,0,0,0,1,6.12E-17,0.20129852,0.979529941,122
20210302,2.3,12.9,5.4,4.9,14.9,18,6379786,5.7202,5404.759259,21619.03704,2.118518519,0,0,0,0,0,0,1,6.12E-17,0.394355855,0.918957812,119
20210303,4.4,16.52,4.5,4.9,14.9,57,6512570,5.31621,5404.759259,27023.7963,2.648148148,0,0,0,0,0,0,1,6.12E-17,0.571268215,0.820763441,118
20210304,7.2,9.85,6.2,5.1,14.8,66,6495421,5.2817,5404.759259,32428.55556,3.177777778,0,0,0,0,0,0,1,6.12E-17,0.724792787,0.688966919,129
20210305,9,18.95,9.1,5.7,14.8,56,6847772,5.41457,5404.759259,37833.31481,3.707407407,0,0,0,0,0,0,1,6.12E-17,0.848644257,0.52896401,128
20210306,6.6,12.71,7.1,6.6,14.7,39,4545921,4.52284,5404.759259,43238.07407,4.237037037,0,0,0,0,0,0,1,6.12E-17,0.937752132,0.347305253,132
20210307,6.2,18.17,7.9,6.5,14.7,37,3241550,4.22683,5404.759259,48642.83333,4.766666667,0,0,0,0,0,0,1,6.12E-17,0.988468324,0.151427778,100
20210308,7,19.12,8.1,6.7,14.7,55,6462012,5.508,5404.759259,54047.59259,5.296296296,0,0,0,0,0,0,1,6.12E-17,0.998716507,-0.050649169,102
20210309,6.6,15.57,6.9,6.8,14.6,63,6571330,5.12523,5404.759259,59452.35185,5.825925926,0,0,0,0,0,0,1,6.12E-17,0.968077119,-0.250652532,138
20210310,8.8,19.1,9,6.8,14.6,129,6629199,5.31382,5404.759259,64857.11111,6.355555556,0,0,0,0,0,0,1,6.12E-17,0.89780454,-0.440394152,138
20210311,10.2,16.6,9.8,7.4,14.6,156,6576247,5.29884,5404.759259,70261.87037,6.885185185,0,0,0,0,0,0,1,6.12E-17,0.790775737,-0.612105983,140
20210312,10.5,7.41,8.7,8.1,14.5,89,6739888,5.59872,5404.759259,75666.62963,7.414814815,0,0,0,0,0,0,1,6.12E-17,0.651372483,-0.758758123,140
20210313,9.2,14.87,9.9,8.1,14.5,74,4670515,4.04215,5404.759259,81071.38889,7.944444444,0,0,0,0,0,0,1,6.12E-17,0.485301963,-0.874346616,112
20210314,9.1,17.99,10.9,8.4,14.4,117,3304372,4.21611,5404.759259,86476.14815,8.474074074,0,0,0,0,0,0,1,6.12E-17,0.299363123,-0.954139256,112
20210315,10.6,12.75,10.3,8.8,14.4,128,6455820,5.00241,5404.759259,91880.90741,9.003703704,0,0,0,0,0,0,1,6.12E-17,0.101168322,-0.994869323,79
20210316,8.4,21.13,11.8,9.4,14.4,129,6555277,4.66602,5404.759259,97285.66667,9.533333333,0,0,0,0,0,0,1,6.12E-17,-0.101168322,-0.994869323,120
20210317,8.8,20.79,10.4,9,14.3,121,6664145,4.5612,5404.759259,102690.4259,10.06296296,0,0,0,0,0,0,1,6.12E-17,-0.299363123,-0.954139256,124
20210318,11.7,16.63,11.6,9.2,14.3,132,6655268,4.43538,5404.759259,108095.1852,10.59259259,0,0,0,0,0,0,1,6.12E-17,-0.485301963,-0.874346616,146
20210319,15.3,19.09,15,10.2,14.3,85,6989551,4.14589,5404.759259,113499.9444,11.12222222,0,0,0,0,0,0,1,6.12E-17,-0.651372483,-0.758758123,120
20210320,9.9,2,9.8,10.9,14.2,46,4287981,3.39553,5404.759259,118904.7037,11.65185185,0,0,0,0,0,0,1,6.12E-17,-0.790775737,-0.612105983,125
20210321,5.8,10.42,7.6,9.8,14.2,58,3313904,3.36001,5404.759259,124309.463,12.18148148,0,0,0,0,0,0,1,6.12E-17,-0.89780454,-0.440394152,109
20210322,6.2,22.58,9,8.7,14.2,50,6499568,4.39254,5404.759259,129714.2222,12.71111111,0,0,0,0,0,0,1,6.12E-17,-0.968077119,-0.250652532,97
20210323,9.1,20.89,10.6,8.8,14.1,108,6633472,4.02548,5404.759259,135118.9815,13.24074074,0,0,0,0,0,0,1,6.12E-17,-0.998716507,-0.050649169,137
20210324,10.8,19.53,11.7,9.4,14.1,89,6693485,4.21114,5404.759259,140523.7407,13.77037037,0,0,0,0,0,0,1,6.12E-17,-0.988468324,0.151427778,127
20210325,11.9,20.86,13.5,10.3,14.1,95,6744504,4.16524,5404.759259,145928.5,14.3,0,0,0,0,0,0,1,6.12E-17,-0.937752132,0.347305253,122
20210326,12.6,16.98,13.4,10.8,14,159,6992383,4.4055,5404.759259,151333.2593,14.82962963,0,0,0,0,0,0,1,6.12E-17,-0.848644257,0.52896401,127
20210327,12.1,3.72,10.5,10.9,14,107,4349254,3.95314,5404.759259,156738.0185,15.35925926,0,0,0,0,0,0,1,6.12E-17,-0.724792787,0.688966919,138
20210328,9,2.35,10.2,10.6,14,57,3021447,3.75611,5404.759259,162142.7778,15.88888889,0,0,0,0,0,0,1,6.12E-17,-0.571268215,0.820763441,107
20210329,10.2,18.24,11.4,10.5,14,389,6512345,4.73819,5404.759259,167547.537,16.41851852,0,0,0,0,0,0,1,6.12E-17,-0.394355855,0.918957812,145
20210330,10.8,24.53,12.6,10.5,13.9,189,6694001,4.30165,5404.759259,172952.2963,16.94814815,0,0,0,0,0,0,1,6.12E-17,-0.20129852,0.979529941,158
20210331,14.5,23.29,14.2,10.9,13.9,50,6756072,4.46819,5404.759259,178357.0556,17.47777778,0,0,0,0,0,0,1,6.12E-17,-2.45E-16,1,199
20210401,17.7,20.91,14.4,11.9,13.9,52,6760693,5.34705,5404.759259,183761.8148,18.00740741,0,0,0,0,0,0,0.866025404,-0.5,0.207911691,0.978147601,167
20210402,17.8,15.37,15.3,12.6,13.8,57,7004732,5.05073,5404.759259,189166.5741,18.53703704,0,0,0,0,0,0,0.866025404,-0.5,0.406736643,0.913545458,155
20210403,14.9,1.98,13.9,13.3,13.8,51,3973206,3.76127,5404.759259,194571.3333,19.06666667,0,0,0,0,0,0,0.866025404,-0.5,0.587785252,0.809016994,149
20210404,11.9,12.91,13.1,13.1,13.8,20,3313213,4.3191,5404.759259,199976.0926,19.5962963,0,0,0,0,0,0,0.866025404,-0.5,0.743144825,0.669130606,152
20210405,11.9,25.81,14.5,12.7,13.8,30,6625626,6.46076,5404.759259,205380.8519,20.12592593,0,0,0,0,0,0,0.866025404,-0.5,0.866025404,0.5,147
20210406,13.9,23.34,15.2,13,13.7,54,6737329,5.97306,5404.759259,210785.6111,20.65555556,0,0,0,0,0,0,0.866025404,-0.5,0.951056516,0.309016994,198
20210407,14.1,24.49,15.4,13.3,13.7,72,6683230,9.29371,5404.759259,216190.3704,21.18518519,0,0,0,0,0,0,0.866025404,-0.5,0.994521895,0.104528463,244
20210408,13,25.85,15.1,13.3,13.7,41,6714254,12.78932,5404.759259,221595.1296,21.71481481,0,0,0,0,0,0,0.866025404,-0.5,0.994521895,-0.104528463,215
20210409,13.6,25.3,15,13.2,13.7,42,6941806,11.66354,5404.759259,226999.8889,22.24444444,0,0,0,0,0,0,0.866025404,-0.5,0.951056516,-0.309016994,201
20210410,12.6,23.77,15.2,13.6,13.6,45,4751998,6.50332,5404.759259,232404.6481,22.77407407,0,0,0,0,0,0,0.866025404,-0.5,0.866025404,-0.5,214
20210411,15,22.57,15.9,13.6,13.6,59,3397936,5.85906,5404.759259,237809.4074,23.3037037,0,0,0,0,0,0,0.866025404,-0.5,0.743144825,-0.669130606,162
20210412,13.8,5.39,13.2,14.1,13.6,62,6294035,7.49543,5404.759259,243214.1667,23.83333333,0,0,0,0,0,0,0.866025404,-0.5,0.587785252,-0.809016994,158
20210413,10.4,14.95,14.5,13.6,13.6,24,6564661,6.19145,5404.759259,248618.9259,24.36296296,0,0,0,0,0,0,0.866025404,-0.5,0.406736643,-0.913545458,247
20210414,8.4,27.31,13.3,12.9,13.6,50,6654785,7.90953,5404.759259,254023.6852,24.89259259,2300,2300,0.1725,0,0,0,0.866025404,-0.5,0.207911691,-0.978147601,217
20210415,11.6,24.78,14.9,13,13.5,71,6613109,7.00424,5404.759259,259428.4444,25.42222222,2300,4600,0.345,0,0,0,0.866025404,-0.5,1.22E-16,-1,216
20210416,11.3,8.59,12.6,13.3,13.5,103,6609439,5.97976,5404.759259,264833.2037,25.95185185,2300,6900,0.5175,0,0,0,0.866025404,-0.5,-0.207911691,-0.978147601,217
20210417,9.6,13.62,12.2,12.4,13.5,105,4437448,4.39863,5404.759259,270237.963,26.48148148,0,6900,0.69,0,0,0,0.866025404,-0.5,-0.406736643,-0.913545458,205
20210418,9.9,26.94,14,12.1,13.5,50,3275502,4.39496,5404.759259,275642.7222,27.01111111,2300,9200,0.8425,0,0,0,0.866025404,-0.5,-0.587785252,-0.809016994,137
20210419,12.2,26.18,15.6,12.8,13.5,69,6447795,5.61454,5404.759259,281047.4815,27.54074074,2300,11500,0.995,0,0,0,0.866025404,-0.5,-0.743144825,-0.669130606,148
20210420,14.8,24.8,17.3,13.7,13.5,78,6630296,5.05291,5404.759259,286452.2407,28.07037037,2300,13800,1.1475,0,0,0,0.866025404,-0.5,-0.866025404,-0.5,218
20210421,19.1,25.12,19.8,14.6,13.5,81,6674099,5.83998,20830,291857,28.6,25,13543,1.3,0,0,0,0.866025404,-0.5,-0.951056516,-0.309016994,230
20210422,20.9,15.7,20.1,15.9,13.4,78,6604527,5.92583,22831,317386,31,2358,15901,1.6,0,0,0,0.866025404,-0.5,-0.994521895,-0.104528463,204
20210423,19,8.36,17.1,16.3,13.4,41,6826659,7.84011,28378,345764,33.6,2475,18376,1.8,0,0,0,0.866025404,-0.5,-0.994521895,0.104528463,253
20210424,18.3,13.65,17.7,15.9,13.4,24,4619530,5.78744,4663,350427,34.2,137,18513,1.8,0,0,0,0.866025404,-0.5,-0.951056516,0.309016994,175
20210425,18.2,27.12,21.4,16,13.4,26,3333003,5.09307,204,350631,34.2,0,18513,1.8,0,0,0,0.866025404,-0.5,-0.866025404,0.5,154
20210426,16.2,21.57,20.1,16.5,13.4,29,6571052,6.64735,23323,379120,35.1,3411,21910,2,0,0,0,0.866025404,-0.5,-0.743144825,0.669130606,116
20210427,15.4,10.37,17.3,16.4,13.4,35,6630323,5.74068,23973,403093,37.3,3721,25631,2.4,0,0,0,0.866025404,-0.5,-0.587785252,0.809016994,259
20210428,14.5,16.09,16.3,16.1,13.4,58,6678838,5.83468,31795,438269,40.2,2062,27699,2.5,0,0,0,0.866025404,-0.5,-0.406736643,0.913545458,227
20210429,14.6,15.99,16.9,15.7,13.4,59,6713630,5.0671,33484,472376,43.6,3921,31620,2.9,0,0,0,0.866025404,-0.5,-0.207911691,0.978147601,227
20210430,11.3,9.45,12.8,15.2,13.4,40,6909710,4.73779,38789,511162,46.6,4280,35900,3.3,0,0,0,0.866025404,-0.5,-2.45E-16,1,195
20210501,10.2,11.89,12.4,14.5,13.4,33,4261569,3.36333,8683,519845,47.2,691,36591,3.3,0,0,0,0.5,-0.866025404,0.20129852,0.979529941,182
20210502,12.4,27.71,16.8,14.3,13.4,19,3445054,3.21116,82,520200,47.2,0,36591,3.3,0,0,0,0.5,-0.866025404,0.394355855,0.918957812,127
20210503,14.1,27.7,17.3,15,13.4,41,6623500,4.22141,19795,540404,49,5033,41624,3.8,0,0,0,0.5,-0.866025404,0.571268215,0.820763441,184
20210504,13.8,3.68,13.5,15.3,13.4,36,6532432,3.91511,18942,559605,50.6,4665,46290,4.1,0,0,0,0.5,-0.866025404,0.724792787,0.688966919,238
20210505,13.9,28.34,17.6,15.3,13.4,38,3971547,3.23376,1788,563044,50.9,1650,47940,4.3,0,0,0,0.5,-0.866025404,0.848644257,0.52896401,212
20210506,15.7,23.81,16.8,15.6,13.4,56,6740931,3.90418,11021,574583,51.9,11715,59707,5.4,0,0,0,0.5,-0.866025404,0.937752132,0.347305253,179
20210507,14.4,17.12,15.5,15.8,13.4,298,6755271,3.60528,17490,592073,52.9,11219,70926,6.3,0,0,0,0.5,-0.866025404,0.988468324,0.151427778,242
20210508,14.3,23.01,16.9,15.6,13.4,384,4109288,3.12207,2801,589744,53,1789,73003,6.6,0,0,0,0.5,-0.866025404,0.998716507,-0.050649169,195
20210509,15.7,30.44,18.2,15.9,13.4,47,3420566,2.87306,0,591040,53.1,0,73295,6.6,0,0,0,0.5,-0.866025404,0.968077119,-0.250652532,141
20210510,13.2,4.69,13.5,15.9,13.4,26,6443303,3.8133,3131,594975,53.4,12457,85775,7.7,0,0,0,0.5,-0.866025404,0.89780454,-0.440394152,163
20210511,18.5,27.17,18.7,15.4,13.4,24,6808892,3.6907,2796,598266,53.7,13030,98810,8.9,0,0,0,0.5,-0.866025404,0.790775737,-0.612105983,223
20210512,22,26.51,21.7,17,13.4,24,6822001,3.64727,2282,600548,53.8,13971,112781,10.1,0,0,0,0.5,-0.866025404,0.651372483,-0.758758123,223
20210512,22,26.51,21.7,17,13.4,24,6822001,3.64727,2282,600548,53.8,13971,112781,10.1,0,0,0,0.5,-0.866025404,0.651372483,-0.758758123,223
20210512,22,26.51,21.7,17,13.4,24,6822001,3.64727,2282,600548,53.8,13971,112781,10.1,0,0,0,0.5,-0.866025404,0.651372483,-0.758758123,223
20210512,22,26.51,21.7,17,13.4,24,6822001,3.64727,2282,600548,53.8,13971,112781,10.1,0,0,0,0.5,-0.866025404,0.651372483,-0.758758123,227
20210513,22.9,27.3,24.6,18.5,13.4,46,6803035,3.81876,3391,604185,54.2,12435,125220,11.2,0,0,0,0.5,-0.866025404,0.485301963,-0.874346616,231
20210514,24.1,24.38,25.2,19.7,13.4,58,7098813,3.92618,3827,609382,54.1,12751,137973,11.2,0,0,0,0.5,-0.866025404,0.299363123,-0.954139256,254
20210515,22.1,9.42,22.9,20.5,13.4,66,4526249,2.74009,956,610338,54.6,3796,141769,12.7,0,0,0,0.5,-0.866025404,0.101168322,-0.994869323,213
20210516,18.4,3.05,19.6,20.2,13.4,14,2775219,2.56032,0,610403,54.5,0,141769,12.7,0,0,0,0.5,-0.866025404,-0.101168322,-0.994869323,195
20210517,15.3,5.21,17.4,18.9,13.4,16,6438471,3.41057,3197,613630,54.7,13074,154898,13.8,0,0,0,0.5,-0.866025404,-0.299363123,-0.954139256,172
20210518,17.9,24.12,20.2,18.5,13.4,39,7040353,3.13888,2983,616699,55.1,16649,171720,15.3,0,0,0,0.5,-0.866025404,-0.485301963,-0.874346616,249
20210519,19.9,29.93,22.3,19.3,13.4,41,4269055,2.53346,14,616705,55,3724,175445,15.6,0,0,0,0.5,-0.866025404,-0.651372483,-0.758758123,242
20210520,18.7,6.8,17.9,19.5,13.4,27,6586125,3.09414,2205,619017,55.1,22755,198625,17.7,0,0,0,0.5,-0.866025404,-0.790775737,-0.612105983,172
20210521,16,7.35,17.4,18.6,13.5,22,6829940,3.20123,2271,621463,55.4,28449,227493,20.3,0,0,0,0.5,-0.866025404,-0.89780454,-0.440394152,208
20210522,18.6,28.69,21.8,18.6,13.5,40,4870926,2.5389,2477,623941,55.6,4099,231820,20.6,0,0,0,0.5,-0.866025404,-0.968077119,-0.250652532,181
20210523,19.5,19.28,21,19.5,13.5,52,3409885,2.3319,0,623942,55.5,0,231821,20.6,0,0,0,0.5,-0.866025404,-0.998716507,-0.050649169,139
20210524,19.4,26.9,22.8,19.9,13.5,110,6617510,3.09604,7688,631695,56.2,21524,253528,22.6,0,0,0,0.5,-0.866025404,-0.988468324,0.151427778,138
20210525,15.3,19.29,17.9,19.9,13.5,86,6664769,2.97929,7748,639483,56.9,21010,274749,24.5,0,0,0,0.5,-0.866025404,-0.937752132,0.347305253,262
20210526,18,17.95,18.8,19,13.5,44,6828550,3.51171,10780,650432,57.6,16175,291118,25.8,0,0,0,0.5,-0.866025404,-0.848644257,0.52896401,218
20210527,15.8,5.08,16.4,18.7,13.5,53,6519668,3.00159,122034,772541,35.5,13061,304336,14,0,0,0,0.5,-0.866025404,-0.724792787,0.688966919,214
20210528,15.3,11.26,17.4,17.7,13.5,42,6692422,2.70475,104641,877710,40.1,17031,321446,14.7,0,0,0,0.5,-0.866025404,-0.571268215,0.820763441,194
20210529,15.4,10.45,18.1,17.8,13.5,31,4618756,2.11569,33401,911559,41.5,3580,325079,14.8,0,0,0,0.5,-0.866025404,-0.394355855,0.918957812,160
20210530,18.4,29.45,21.9,17.8,13.5,45,3438095,2.16303,950,912517,41.6,0,325079,14.8,0,0,0,0.5,-0.866025404,-0.20129852,0.979529941,130
20210531,19.9,12.52,21.1,19.3,13.6,59,6464924,3.18032,75387,988327,44.6,8127,333469,15.1,0,0,0,0.5,-0.866025404,-2.45E-16,1,147
20210601,20.2,13.01,21.1,19.7,13.6,52,6556229,3.25057,103600,1092306,48.9,7109,340624,15.3,0,0,0,1.22E-16,-1,0.207911691,0.978147601,258
20210602,23.2,26.82,25,20.3,13.6,62,6653272,3.1357,73063,1165736,51.8,6277,346936,15.4,0,0,0,1.22E-16,-1,0.406736643,0.913545458,215
20210603,19.1,5.11,20.4,21,13.6,45,6410502,3.20099,66402,1232478,54.4,8383,355399,15.7,0,0,0,1.22E-16,-1,0.587785252,0.809016994,206
20210604,18.5,29.01,22.7,20.2,13.6,34,6955835,2.89917,76685,1309610,57.5,10339,365789,16.1,0,0,0,1.22E-16,-1,0.743144825,0.669130606,277
20210605,20.8,23.11,22.2,20.8,13.6,57,4761851,2.42932,31613,1341398,58.8,1135,366926,16.1,0,0,0,1.22E-16,-1,0.866025404,0.5,179
20210606,23,23.46,25,21.5,13.6,72,3328472,2.19499,463,1341990,58.7,0,366927,16,0,0,0,1.22E-16,-1,0.951056516,0.309016994,159
20210607,21.1,7.02,21.1,21.9,13.7,43,6453119,2.88025,158842,1500832,49.7,5412,372339,12.3,0,0,0,1.22E-16,-1,0.994521895,0.104528463,139
20210608,23.6,21.25,25.4,21.6,13.7,57,6612698,2.75605,131465,1636992,53.9,4672,377030,12.4,0,0,0,1.22E-16,-1,0.994521895,-0.104528463,183
20210609,25.8,24.78,26.5,22.6,13.7,44,6651555,3.107,104841,1746392,56.2,3076,380200,12.3,0,0,0,1.22E-16,-1,0.951056516,-0.309016994,213
20210610,24.9,14.13,25.5,23.4,13.7,59,6637931,2.87453,148732,1900981,56.9,68440,448684,13.4,0,0,0,1.22E-16,-1,0.866025404,-0.5,204
20210611,21.5,10.08,23.8,23.5,13.7,29,6617845,2.71966,165265,2070561,61.7,55544,504526,15,0,0,0,1.22E-16,-1,0.743144825,-0.669130606,208
20210612,24.2,26.92,27.3,22.8,13.8,34,4596196,1.94464,82931,2157602,64.1,28724,533379,15.9,0,0,0,1.22E-16,-1,0.587785252,-0.809016994,176
20210613,24.8,26.48,27.9,24,13.8,36,3252786,1.92835,5702,2163259,64.3,2522,535930,15.9,0,0,0,1.22E-16,-1,0.406736643,-0.913545458,122
20210614,24.8,22.29,27.8,24.4,13.8,54,6514298,2.76041,145519,2309534,68.5,52848,589320,17.5,0,0,0,1.22E-16,-1,0.207911691,-0.978147601,132
20210615,22.5,7.61,23.3,24.3,13.8,40,6478792,2.98104,122487,2437954,71.9,37687,627708,18.5,0,0,0,1.22E-16,-1,1.22E-16,-1,201
20210616,24.3,27.3,27.3,23.5,13.8,19,6754157,2.85005,112311,2554809,75.1,57409,685532,20.2,0,0,0,1.22E-16,-1,-0.207911691,-0.978147601,201
20210617,21.9,9.59,23.4,23.7,13.9,26,6687066,2.60546,78339,2637993,76.9,25631,711572,20.7,0,0,0,1.22E-16,-1,-0.406736643,-0.913545458,200
20210618,20,4.5,21.6,22.9,13.9,32,6762091,2.45127,90850,2732982,79.3,27755,739623,21.5,0,0,0,1.22E-16,-1,-0.587785252,-0.809016994,197
20210619,22.3,26.47,26.1,22.7,13.9,65,4811111,1.85763,36213,2774543,79,7884,747652,21.3,0,0,0,1.22E-16,-1,-0.743144825,-0.669130606,165
20210620,22.9,25.87,26.9,23.5,13.9,65,3401826,2.50898,66,2774797,79,65,747880,21.3,0,0,0,1.22E-16,-1,-0.866025404,-0.5,134
20210621,23.6,25.72,28.1,24.1,13.9,56,6702933,3.02817,4973,2781609,80.4,21087,770137,21.9,0,0,0,1.22E-16,-1,-0.951056516,-0.309016994,132
